idproduto;artigo;descricao;preco;stock;idcategoria
985;TON607;Lexmark Optra M410 / M412- 17G0152;116.00;24;33
986;REC036;Toner Reciclado CANON E-30 FC210/214/PC-300/310/330/530/740;48.00;34;33
987;MED047;DVD+RW TDK 4.7GB;2.00;5;33
988;REC025;Toner Reciclado BROTHER TN-200 HL 700/800/900Sries/MFC4550;19.00;42;33
989;PCL039;Placa TITAN PCI Bus com 2Portas USB2.0 + 1Firewire (1394);27.00;28;43
990;FSM093;Mini Multimedia card TWINMOS 256MB;24.00;20;40
991;MBO333;MSI Chip.VIA SK478 PT8 Neo-V 800/DDR400/AGP8X/SATA/LAN;62.00;47;13
992;REC084;Toner Reciclado SAMSUNG ML-2150D4ML-215082151N/2152W;65.00;38;33
993;FSM132;Memory Stick Pro Transcend 256Mb;55.00;33;40
994;AFU066;FLASH DRIVE TwinMos Mini HDD 1024MB USB 2.0;67.00;24;29
995;PGR455;ASUS EAX600XT/TD RADEON X600XT 128MB PCI-E TV-OUT /DVI/2XVGA;132.00;21;17
996;TEC054;LOGITECH diNovo Notebooks;135.00;22;19
997;TNT143;T411011- EPSON Magenta Claro Stylus Pro 9000;75.00;37;33
998;FSM155;CompactFlash SAN DISK 1GB - SDCFB-1024-E10;102.00;31;40
999;FSM123;xD Picture Card Transcend 64Mb;25.00;13;40
1000;TON406;C3900A - HP TONER 4V/4MV;141.00;31;33
1001;TON617;Lexmark Preto C750 - 10B031K;164.00;47;33
1002;CPU240;Intel Celeron D 325 2.5GHz 256K Cache skt478 FSB533Mhz BOX;86.00;1;14
1003;TON049;S050040 - Epson Aculaser C8500 / C8600 Magenta;136.00;18;33
1004;WIR106;Anextek Wireless SD Card para Smartphone SP-230;121.00;38;43
1005;FSM133;Memory Stick Pro Transcend 512Mb;88.00;26;40
1006;CAM235;HP PhotoSmart M407 - L1839A;170.00;23;37
1007;SCA110;Scanner GENIUS ColorPage Vivid 1200XE 2400 Plano USB;42.00;18;26
1008;TNT035;S020062- EPSON STYLUS 1500 - PRETO;47.00;24;33
1009;MBO329;MSI Chip. intel 848PNeo-V 800AGP8X/SATA/LAN-848P NEO-V;62.00;48;13
1010;TON604;Lexmark Magenta SC 1275 - 1361753;89.00;30;33
1011;CAM285;OLYMPUS Camedia C-170;154.00;29;37
1012;CAI123;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Black - SSTLC02B-A""""";157.00;46;7
1013;PRE115;Placa de rede 1Gigabit. PCI (conector SC) DGE-550SX;134.00;30;43
1014;RAT113;Mouse Logitech Cordless Laser MX-1000;71.00;15;20
1015;AFU073;Transcend JetFlash 110 (red) 1GB USB 2.0;96.00;28;29
1016;TON445;C4195A - HP Kit Tambor P/ LaserJet 4500;75.00;48;33
1017;MBO360;ASUS P5GD2/D Intel 915P+ ICH6R/4DDR2/LGA 775 800FSB/REDE;169.00;2;13
1018;MEM067;512MB DIMM DDR PC400;48.00;38;15
1019;WIR093;BlueWalker Auricular Bluetooth p/ Video Conf. / Telemoveis;43.00;48;43
1020;WIR118;Router LINKSYS WRT54GS Wireless 802.11G com SPEEDBOOSTER;110.00;41;43
1021;TON050;S050039 - Epson Aculaser C8500 / C8600 Amarelo;133.00;15;33
1022;REC094;Toner Reciclado LEXMARK Infoprint 12(6000 p.);84.00;46;33
1023;WBC040;Logitech QuickCam Sphere - 961310-0914;131.00;30;28
1024;ROU023;Router LINKSYS AG0414P 10/100 Modem ana. ADSL RJ45Firewall;105.00;46;30
1025;MEM061;512Mb DIMM SDRAM PC133Kingston Garantia de 10 Anos;96.00;21;15
1026;TON053;S050036 - Epson Aculaser C1000 / C2000 Cyan;141.00;4;33
1027;MBO425;ASROCK SK754nVidiaC51G RAID/SATA2ATX K8NF4G-SATA2;67.00;28;13
1028;CAI120;"Caixa SILVERSTONE """"TEMJIN"""" Tower Silver - SST-TJ06S""""";143.00;48;7
1029;CPU310;Intel CeleronD 346+ 3.06/256Kb SK775 BOX FSB533;132.00;27;14
1030;MON424;"Samtron 19"""" 98 PDF - Plano""""";169.00;24;23
1031;CAI132;CoolerMaster Centurion 530;79.00;5;7
1032;TEC063;LOGITECH Cordless Desktop LX500 - 967420-0110;67.00;17;19
1033;MBO345;ASUS P4C800-E/DELUXE Intel 875+ ICH5R/4DDR400/FSB800/AUDIO;165.00;24;13
1034;FSM149;Kingston Multimedia card 256MB Mobile Dual Voltage;21.00;45;40
1035;AFU090;Esferogrfica MULTI c/ PEN DISK 128Mb - MT-PU-128;32.00;39;29
1036;FSM154;Kingston Multimedia card 512MB RS;44.00;23;40
1037;TNT125;T028401- EPSON Preto Stylus C60;35.00;35;33
1038;MBO419;ASROCK Chip.VIA PT880 SK775 Dual - 775DUAL-880PRO;63.00;2;13
1039;MBO295;ASUS A7V8X-X AMD VIA KT400/3DDR400/FSB333/ATA133/AUDIO;49.00;39;13
1040;HDD233;Seagate 250GB 7200RPM UDMA/100 IDE;131.00;17;16
1041;HDD220;HDD 200GB 7200RPM Serial - ATA;127.00;35;16
1042;TON453;Q2670A - HP Toner Preto LaserJet 3500;117.00;28;33
1043;PGR525;Placa Pinnacle Studio PCTV radio 310i - 202262152;121.00;43;21
1044;FSM130;Memory Stick Duo Pro Transcend 128Mb;51.00;1;40
1045;MBO394;MSI Chip. intel 915GM-FR Sk.775 VGA/SOM/Glan mATX BULK;124.00;22;13
1046;CAM259;OLYMPUS Camedia C-370 Zoom;161.00;10;37
1047;PGR448;GECUBE ATI RADEON X300 128Mb PCI-E TV-OUT;94.00;23;17
1048;FSM143;Mini Secure Digital SAN DISK Card 256MB;36.00;37;40
1049;HDD251;HITACHI 250GB SATA2Cache 8MB;133.00;39;16
1050;CAM262;Camara Fotografica Digital HP PhotoSmart M307;144.00;23;37
1051;REC102;Toner Reciclado LEXMARK Optra M 410 / 412(15000 p.);78.00;36;33
1052;TEC059;MICROSOFT Ergonmico WirBlack NTL;82.00;43;19
1053;IMP294;Samsung Laser Printer ML-1710;159.00;45;24
1054;COL097;COLUNAS Creative Inspire GD580;194.00;3;25
1055;WIR040;Wireless Conceptronics PCMCIA  54MBIT - C54C;29.00;20;43
1056;CPU289;AMD Sempron 3100+ (1.8ghz ) skt 754. c/ HyperTransport;120.00;18;14
1057;TON047;S051083- Unidade Fotocondutora Laser C900 / C1900;95.00;32;33
1058;PGR470;ASUS GF6200 GE 128MB TV-OUT.DVI.2XVGA.PCI-E;98.00;37;17
1059;TEC074;LOGITECH Internet PRO BRANCO PS/2BULK- 967448-0110;10.00;11;19
1060;TNT071;T013401- EPSON STYLUS COLOR 480 - PRETO;16.00;3;33
1061;TNT053;S020143- STYLUS COLOR PRO5000-MAGENTA/MAG. CLARO;63.00;10;33
1062;CAL016;Calculadora Grfica HP 9G;49.00;39;44
1063;PGR324;TV TUNER MSI TV Anywhere PCI Ref.TV@nywhere;59.00;19;21
1064;CPU290;AMD Athlon 64BIT 3700+ SK754BOX;145.00;20;14
1065;TON809;SAMSUNG Laser FAX SF-6600 - SF6061DRTD/SEC;117.00;1;33
1066;WIR082;Antena WL SMC 8dBI OMNI - SMCANT-00M8;125.00;16;43
1067;GPS003;Holux Bluetooth GPS Receiver GR-231SV;126.00;9;41
1068;IMP344;HP LaserJet 1020;156.00;38;24
1069;CAI124;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Siver - SSTLC02S-A""""";148.00;33;7
1070;TEC050;MICROSOFT Blue/Black Optical Bluetooth NTL;151.00;12;19
1071;TON458;C9722A - HP Toner Amarelo LaserJet 4600;191.00;37;33
1072;MEM062;512Mb DIMM SDRAM PC133ECC Kingston Garantia de 10 Anos;117.00;39;15
1073;TON815;SAMSUNG ML-7300N - ML-7300DA/SEE;165.00;37;33
1074;CAI128;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Black - SSTLC04B-A""""";189.00;13;7
1075;WBC033;Logitech QuickCam Pro 4000 Refresh - 961326-0914;73.00;43;28
1076;TON814;SAMSUNG ML-2150/2151N/2152W - ML-2150D8;133.00;28;33
1077;CAI082;Caixa MidTower TSUNAMI SEA BLACK 300 Watts - PC302;39.00;22;7
1078;TON614;Lexmark Optra E310 / E312/ E312L - 13T0101;142.00;17;33
1079;WIR170;D-Link WL Router VPN Switch 4p USB Print Server DI-824VUP+;126.00;23;43
1080;TON019;S051016 - EPSON BLOCO DE REVELAO EPL 5600/N1200;146.00;50;33
1081;CDR136;CD ROM Samsung 52x;17.00;1;8
1082;TNT604;Lexmark Cor N19 Z700 - 15M2619E;22.00;47;33
1083;REC428;Tinteiro Reciclado HP C8766E N343CMY;17.00;15;33
1084;FON009;Fonte Alimentao Q-TEC 450W Dual Fan GOLD P3/P4/AMD - 13024;28.00;49;39
1085;TNT112;T034640 - EPSON Magenta Claro Stylus Photo 2100;16.00;11;33
1086;FSM109;CompactFlash Transcend 512Mb 45X;56.00;8;40
1087;FON018;Fonte Alim. Cooler Master Real 350W PFC - RS-350-AMSP;52.00;23;39
1088;RAT125;Mouse Creative FreePoint Travel Mini Sem Fios;45.00;43;20
1089;WIR095;D-Link Wireless LAN Adapter PCI 108 Mbps DWL-G520;58.00;44;43
1090;MEM065;512MB DIMM DDR PC333Kingston Garantia de 10 Anos;61.00;1;15
1091;REC081;Toner Reciclado SAMSUNG ML-1650D6 ML-1650/1651N/1652P/1653M;64.00;49;33
1092;CAI096;Caixa Cooler Master Centurion 5 Silver;122.00;23;7
1093;WIR144;D-Link AP IEEE 802.11a.b.g a 54Mbps DWL-7100AP;128.00;33;43
1094;WIR081;Antena tecto WL SMC 4dBI - 23004161;128.00;44;43
1095;IMP391;HP Deskjet 5940 - C9017B;106.00;17;24
1096;PRE074;Pl. Rede EDIMAX 32/64Bit PCI Gigabit Net. Interf. Card Fibre;130.00;28;43
1097;TON434;C4151A - HP TONER Magenta Lj Colour 8500 (8500p.);156.00;42;33
1098;HDD184;Samsung 160 GB 7.200 RPM 8MB Cache S-ATA;99.00;12;16
1099;MON380;"Samsung 17"""" SyncMaster 793DF - Plano""""";129.00;5;23
1100;TON051;S050039 - Epson Aculaser C8500 / C8600 Cyan;136.00;48;33
1101;TON054;S050034- Epson Aculaser C1000 / C2000 Amarelo;141.00;11;33
1102;CAM263;Camara Fotografica Digital HP PhotoSmart R507;210.00;3;37
1103;IMP353;HP LaserJet 1022;207.00;3;24
1104;HDD247;Samsung 160 GB 7.200 RPM 8MB Cache S-ATA2;100.00;7;16
1105;PGR474;GECUBE ATI RADEON X700Pro 128 GDDRIII PCI-E;191.00;15;17
1106;PSO097;Placa de Som Sound Blaster Audigy 2ZS BULK;72.00;44;18
1107;TON451;Q2672A - HP Toner Amarelo LaserJet 3500;116.00;24;33
1108;REC113;Toner Reciclado PANASONIC UG-3309 UF-744;75.00;40;33
1109;PGR519;ASUS NVIDIA GeForce 6600GT 128MB TV-OUT.DVI.2XVGA. PCI-e;199.00;45;17
1110;CAM267;KODAK EasyShare CX7330;154.00;17;37
1111;PRE105;Switch LINKSYS EF412424P 10/100Mbps RJ-45;133.00;17;43
1112;CAI089;Caixa MiniServer CHIEFTEC c/Porta/P4Black 360W - BA-01B-B-B;146.00;4;7
1113;MBO326;MSI KT6V-LSR KT600 DDR RAID/SATA/LAN;60.00;31;13
1114;MBO397;MSI Chip. intel 925XNeo Sk. LGA775 PLATINUM EDITION;207.00;26;13
1115;MBO398;MSI K8N NEO3SK754nForce4Raid/SATA/Glan;83.00;17;13
1116;WIR126;EDIMAX Wireless Router 11G. Modem ADSL + 4Port;105.00;36;43
1117;MEM096;1GB Dimm Samsung DDR2533;129.00;45;15
1118;TNT475;C4911A - HP Designjet 500 / 800 Cyan N82;34.00;37;33
1119;TNT422;C4843AE - HP 2000 / 2000C Magenta (28ml);30.00;21;33
1120;MBO404;ASROCK Chip.SIS741SK462400VGA/LAN/SOM m-ATX - K7S41;48.00;32;13
1121;MEM036;256 Mb DIMM SDRAM PC100 Garantia de 10 Anos;68.00;34;15
1122;MBO426;ASROCK SK754nFORCE3250 RAID/SATA ATX K8UPGRADE-NF3;62.00;45;13
1123;WIR090;Wireless MSI Gateway Residencial 54MBIT - RG54G2;75.00;1;43
1124;AFU086;Transcend JetFlash 2.0 1GB USB 2.0;96.00;9;29
1125;WIR147;D-Link Compact Flash Bluetooth DCF-650BT;67.00;6;43
1126;TON048;S050087 - Epson EPL 5900 / 6100 / 6100L;112.00;36;33
1127;REC054;Toner Reciclado HP C7115X Laserjet 1000/1200/1200N/1220;33.00;48;33
1128;REC072;Toner Reciclado HP C9731A Laserjet 5500 Cyan;173.00;3;33
1129;PRE093;Antena WL SMC 8dBI OMNI - SMCANT-00M8;125.00;50;43
1130;MP3042;Creative MuVo MP3TX 512mb;98.00;14;42
1131;WIR161;D-Link Antena direccional 14dBi ext parede/mastro ANT24-1400;162.00;8;43
1132;CAI099;Caixa Cooler Master Cavalier 1Black;121.00;10;7
1133;WIR107;Wireless Media Adapter LINKSYS WMA11B 11MBPS 802.11B;133.00;40;43
1134;AFU095;FLASH DRIVE KINGSTON Mini HDD 2Gb USB 2.0-DTII+M/2GB Migo Ed;170.00;20;29
1135;AFU074;Transcend JetFlash 110 (grey) 2GB USB 2.0;187.00;46;29
1136;WIR158;D-Link Antena direccional 8.5dBi int./exterior ANT24-0801;118.00;49;43
1137;SCA034;Scanner MUSTEK Express 1200FS SCSI 9600x9600 48bi;154.00;27;26
1138;TON616;Lexmark T62x Prebate - 12A6860;164.00;32;33
1139;CPU291;AMD Athlon 64BIT 3200+ BOX;225.00;21;14
1140;TON433;C4150A - HP TONER Cyan Lj Colour 8500 (8500p.);156.00;22;33
1141;CAM241;CANON PowerShot A400  - 3.2MegaPIxels;176.00;11;37
1142;BKP003;Iomega REV 35/90GB ATAPI BLACK BULK - 31234401;167.00;19;44
1143;PGR518;ASUS NVIDIA GeForce 6600 256MB TV-OUT.DVI.2XVGA. PCI-e;142.00;6;17
1144;IMP275;HP Photosmart 7660;131.00;24;24
1145;MED077;DVD+R Verbatim 8x Data 4.7GB Pack 10;14.00;15;33
1146;TNT115;T027401- EPSON Cor Stylus Photo 810 / 925;23.00;14;33
1147;TNT105;T054240 - EPSON Photo R800 Azul;15.00;26;33
1148;AFU082;Transcend JetFlash 2.0 64MB USB 2.0;17.00;33;29
1149;UPS043;Bloco de 5 tomadas MGE Pulsar CL5 filtradas - 66516;23.00;6;27
1150;PDA070;Bateria Qtek 2020 1400mha;68.00;35;6
1151;REC038;Toner Reciclado EPSON S051011EPL 5000 / 5200 / 5200+;51.00;4;33
1152;FSM063;CompactFlash card KINGSTON 512MB Elite Pro High-Speed;43.00;31;40
1153;TON807;SAMSUNG Preto CLP500 - CLP-500D7K/SEE;102.00;19;33
1154;MBO365;MSI K8T800 SK939 NEO2-FIR DDR RAID/Firewire/SATA/GLAN;142.00;3;13
1155;CPU287;Intel Celeron D 336 2.800GHz 256K skt 775 64bits Cache bus;100.00;9;14
1156;PGR454;ASUS EAX600XT/HTVD RADEON X600XT 128M PCI-E TV-OUT/HDTV/DVI;161.00;49;17
1157;WIR154;D-Link Antena omnidirec. 15dBi ext. parede/mastro ANT24-1500;202.00;6;43
1158;REC035;Toner Reciclado CANON A-30 PC-2/3/5/6/7/8Series/PC-65/PC-II;53.00;28;33
1159;TON437;C4192A - HP TONER Cyan Lj 4500 (6000 p.);114.00;36;33
1160;TNT476;C4890A - Kit Preto+Cabea+limpeza N80 Plotter HP DJ1050C;179.00;27;33
1161;PRE108;Bridge LINKSYS WET54GS5 c/ 5 Portas 10/100;196.00;18;43
1162;MBO358;ASUS P5AD2-E PREMIUM Intel 925X+ICH6R/4DDR2/LGA 775 800FSB;202.00;43;13
1163;HDD249;WESTERN DIGITAL 200GB 7200 8MbBuf. SATA - WD2000JD;114.00;27;16
1164;COO028;Cooler Master Aquagate - Arrefecimento lquido - 230V/50hz;223.00;13;43
1165;FSM100;Secure Digital Card / SD  Transcend 1Gb 45X;101.00;28;40
1166;AFU078;Transcend JetFlash MP3(darkblue) 1GB USB 2.0 FM tuner;179.00;5;29
1167;MBO377;ASUS SK8N - skt 940 nForce3Pro 150 - AGP 8x - DDR400 - SATA;140.00;26;13
1168;MP3035;BENQ JOYBEE 120 128MB MP3Player+Rdio FM+Gravador Silver;144.00;16;42
1169;TON624;Lexmark Magenta C750 Prebate - 10B041M;200.00;16;33
1170;SCA116;IRIS Business Card Reader II PC;192.00;25;26
1171;CAI113;Caixa Intel Polson 1U SR1450 520W Ref:SR1450 SP04;124.00;31;7
1172;FSM126;xD Picture Card Transcend 512Mb;84.00;42;40
1173;FSM103;Secure Digital Card / SD  Transcend 1Gb 60X;104.00;43;40
1174;MED070;Envelopes Verbatim para CDs pack 50;3.00;14;33
1175;COO018;Painel Analgico COOLER MASTER Musketeer 2- Black ou Silver;38.00;37;43
1176;MBO374;ASROCK Chip.Intel 848 SK478+SK775 800HT LAN/SOM/SATA;63.00;4;13
1177;TEC077;LOGITECH Cordless Desktop S510 MR - 967555-0110;88.00;31;19
1178;WIR115;Router LINKSYS WRT54G 4P 10/100 Wireless Firewall Acc. Point;87.00;22;43
1179;HDD167;SEAGATE 160GB 7200RPM Serial - ATA;108.00;29;16
1180;TON605;Lexmark Amarelo SC 1275 - 1361754;89.00;40;33
1181;BIO002;Sensor de Impresses Digitais Ethentica USB 2500;148.00;25;44
1182;TON432;C4149A - HP TONER Preto Lj Colour 8500 (17000p.);101.00;2;33
1183;HDD238;"Transcend StoreJet Mini 1.8"""" HDD 20Gb USB 2.0""""";164.00;25;16
1184;TON045;S050038 - Epson Aculaser C8500 / C8600 Preto;90.00;5;33
1185;CAI062;Caixa Workstation Blue/Silver CHIEFTEC 360 USB BX-01SL-SL-BL;122.00;22;7
1186;HDD216;MAXTOR MAXLINE III 250GB 7200RPM 16MB Buff. SATA150;168.00;29;16
1187;CPU302;AMD Athlon 64BIT 3800+ BOX SocKet 939;189.00;6;14
1188;REC105;Toner Reciclado LEXMARK Optra T 610/612/614/616 (25000 p.);93.00;48;33
1189;TON811;SAMSUNG Cyan CLP500 - CLP-500D5C/SEE;117.00;33;33
1190;PSO099;Sound Blaster X-Fi Platinum;191.00;26;18
1191;IMP398;HP Photosmart 2575 - Q7215B;222.00;22;24
1192;CPU303;AMD Athlon 64BIT FX-55 SK939 BOX;190.00;4;14
1193;PGR476;Hauppauge WinTV-PVR 250 - WinXP MCE;158.00;34;17
1194;IMP364;HP Deskjet 6840 Wireless - C9031B;200.00;17;24
1195;CAI115;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Black - SSTLC13B""""";115.00;40;7
1196;CPU299;AMD Athlon 64BIT 3000+ SK939 BOX;178.00;19;14
1197;MBO399;MSI K8N NEO PLATINUM nForce3RAID/Firewire/SATA/GLAN;135.00;31;13
1198;WIR132;D-Link Gateway Residencial wir. 22Mbps+ switch10/100 DI-614+;95.00;34;43
1199;WIR078;Bridge SMC EliteConnect Ethernet Wireless 11Mbps -SMC2582W-B;179.00;30;43
1200;MBO409;ASUS A8N-SLI NForce4SLI Skt939.4DDR.SATA.PCIe.RAID.Rede1000;146.00;30;13
1201;CPU278;AMD Athlon 64BIT X2DUAL-CORE 4200+ BOX SK939;235.00;4;14
1202;IMP380;HP OfficeJet 4255 - Q5611A;166.00;15;24
1203;TON427;Q1339A - HP TONER p/ LJ4300;185.00;41;33
1204;SCA115;IRISPen Translator Executive PC;220.00;6;26
1205;TON024;S051035 - EPSON BLOCO DE REVELAO EPL N2000;259.00;49;33
1206;TON032;S050019 - EPSON TONER PRETO EPL C8000;88.00;7;33
1207;TON610;Lexmark Preto C720N - 15W0903;113.00;3;33
1208;TON058;S050088 - Epson Aculaser C4000 Amarelo;187.00;11;33
1209;HDD240;"Transcend StoreJet 2.5"""" Portable HDD USB 2.0 s/ disco""""";26.00;17;16
1210;MED056;CAKE BOX 25 DVD-R 4X;19.00;38;33
1211;MBO367;ASROCK Chip.Intel 865GV SK775 VGA/LAN/AGP/SATA;68.00;14;13
1212;TNT408;51640AE - HP DJ1200c 1200c/ps Preto;28.00;44;33
1213;WIR103;Dispositivo MSI Bluetooth HEADSET;49.00;50;43
1214;CPU272;AMD Sempron 2600+ ( 1.60ghz ) skt 754bus 333Mhz 128K L2;73.00;32;14
1215;REC068;Toner Reciclado HP C9701A Laserjet 2500 Cyan;61.00;28;33
1216;TON412;C4127A - HP TONER LJ4000;90.00;30;33
1217;REC080;Toner Reciclado SAMSUNG ML-C810 ML-85;57.00;17;33
1218;PGR428;TV Tuner TRUST Video Combi TV - PC POP View - 13684;101.00;26;21
1219;TON606;Lexmark T420d Prebate - 12A7410;94.00;42;33
1220;TON813;SAMSUNG ML-1651N - ML-1650D8/SEE;130.00;47;33
1221;MBO381;MSI K8N NEO PLATINUM nForce3RAID/SATA/GLAN Wireless;146.00;26;13
1222;GPS002;Holux Bluetooth Wireless GPS GPSLIM236;164.00;41;41
1223;MBO347;ASUS P4P800-SE/GD Intel 865PE+ICH5R/FSB800/4DDR 400/SATA;104.00;8;13
1224;HDD237;Seagate 300GB 7200RPM Serial - ATA;193.00;18;16
1225;CAI102;Caixa Cooler Master Stacker BLUE;204.00;49;7
1226;PGR514;ASUS NVIDIA GeForce 6800 LE 128MB. TV-OUT. DVI . 2*VGA AGP;208.00;1;17
1227;MEM041;128 Mb DIMM SDRAM 133MHZ  ECC Kingston Garantia de 10 Anos;37.00;6;15
1228;IMP378;HP PhotoSmart 8450 - Q3388B;260.00;39;24
1229;PGR404;MATROX G750TH 64MB DDR AGP Retail;256.00;42;17
1230;MON426;"ACER AL1715 MS-17"""" LCD W/SPEAKER. SILVER""""";274.00;42;23
1231;TNT477;C4892A - Kit Magenta+Cabea+limpeza N80 Plotter HP DJ1050C;170.00;44;33
1232;TON059;S050089 - Epson Aculaser C4000 Magenta;187.00;8;33
1233;MBO346;ASUS P4P800-E/Del Intel 865PE+ ICH5R/4DDR400/FSB800/AUDIO;124.00;50;13
1234;MBO395;MSI Chip. intel 915G Combo-FR Sk. LGA775 C/ VGA Integ.;124.00;37;13
1235;PGR471;MSI GF NX6600 256MB DDR PCI-E DVI/TV-OUT;175.00;18;17
1236;REC513;Tinteiro Reciclado EPSON T0544Yellow;5.00;28;33
1237;REC008;Toner Reciclado HP C3903A Laserjet 5P / 5MP / 6P / 6MP;26.00;50;33
1238;SWT423;KVM Switch Roline 1Utilizador-2PCs (PS/2) man.;32.00;21;44
1239;AFU064;FLASH DRIVE KINGSTON Mini HDD 512MB USB 2.0 - KUSBDTE/512;66.00;14;29
1240;TON022;S051029 - EPSON UNIDADE REVELAO EPL 5500/5500+;89.00;48;33
1241;DVD113;DVD+/-RW BENQ 16X DOUBLE LAYER 8.5GB IDE RETAIL;94.00;50;9
1242;CAI117;"Caixa SILVERSTONE """"TEMJIN"""" Tower Black/Silver - SST-TJ01B""""";121.00;48;7
1243;FON003;Fonte Alimentao ATX CHIEFTEC 420W Dual Fan PFC P3/P4/AMD;62.00;19;39
1244;HDD221;WESTERN DIGITAL 250GB SATA 7200RPM 8MB;185.00;39;16
1245;CPU277;AMD Athlon 64BIT 3700+ SK939 BOX 1MB San Diego;156.00;18;14
1246;FSM111;CompactFlash Transcend 2Gb 45X;192.00;42;40
1247;HDD212;MAXTOR 200GB 7200 RPM 8Mb Buf. ATA133IDE - 6Y200PO;113.00;49;16
1248;TON816;SAMSUNG Toner & Drum Kit SF 5000/50/60/5500/50/5600/60;187.00;21;33
1249;MON423;"Samtron 19"""" 96 P""""";194.00;11;23
1250;TON061;S051011- Unidade Fotocondutora Laser EPL5200;206.00;23;33
1251;PGR521;ASUS NVIDIA GeForce 6800 256MB TV-OUT.DVI.2XVGA. PCI-e;287.00;14;17
1252;TON626;Lexmark Fuser KIT C750 - 15W0909;243.00;27;33
1253;MON439;"ACER AL1715S - LCD 17"""" 12ms TCO99 SILVER""""";244.00;20;23
1254;MBO335;MSI K8T800 NEO-FSR DDR RAID/Firewire/SATA/GLAN;98.00;44;13
1255;TON456;C9704A - HP Kit Tambor P/ LaserJet 2500;153.00;42;33
1256;AFU062;FLASH DRIVE KINGSTON Mini HDD 2GB USB 2.0 - KUSBDTE/2GB;207.00;44;29
1257;CPU257;AMD Opteron 246 2.0 GHz 1MB Cache;280.00;39;14
1258;REC073;Toner Reciclado HP C9732A Laserjet 5500 Yellow;173.00;6;33
1259;CAI095;Caixa Cooler Master - Wave Master-Prata/Preto/Azul/Amarelo;197.00;21;7
1260;PDA050;Teclado PDA Ultra-Thin - P10900U;131.00;19;6
1261;MBO361;ASUS P5GDC-V/Del Intel 915G+ ICH6R/4DDR2LGA 775 800FSB/VGA;161.00;30;13
1262;REC491;Tinteiro Reciclado EPSON T0344Yellow;5.00;44;33
1263;TNT407;51625AE - HP DJ 400 500C. 550C. 560C. 340 Cr;28.00;15;33
1264;MEM054;512MB DIMM DDR PC333;53.00;20;15
1265;REC085;Toner Reciclado SAMSUNG ML-2150D8 ML-215082151N/2152W;80.00;37;33
1266;WIR151;D-Link Antena omnidireccional 5dBi interior ANT24-0501;71.00;4;43
1267;REC021;Toner Reciclado SAMSUNG ML-1710D3ML-1510/1710/1750;55.00;46;33
1268;FSM080;Memory Stick SAN DISK 256MB PRO;67.00;39;40
1269;TON810;SAMSUNG Amarelo CLP500 - CLP-500D5Y/SEE;117.00;37;33
1270;TON615;Lexmark E32x Elevada Capacidade - 08A0477;150.00;32;33
1271;PRE114;P. Rede PCI 10/100/1000Mbps (con. UTP/STP)-64Bits DGE-550T;39.00;46;43
1272;SCA119;HP Scanjet 3770;90.00;24;26
1273;PGR529;GECUBE ATI RADEON X700PRO 512MB DDR PCI-E;173.00;2;17
1274;WIR123;Adaptador LINKSYS USB Wireless 54MBPS - WUSB54GP;73.00;12;43
1275;COL099;COLUNAS Creative Travel Sound MP3128;173.00;8;25
1276;TON619;Lexmark Magenta C720N - 15W0901;176.00;29;33
1277;SCA127;Perfection 1250 Photo;173.00;28;26
1278;REC043;Toner Reciclado EPSON S051035 EPL-N 2000;107.00;27;33
1279;UPS048;UPS MGE Protection Center 675 USB/DIN - 66760;121.00;50;27
1280;REC099;Toner Reciclado LEXMARK Optra E 310 / 312/ 312L;52.00;42;33
1281;IMP365;HP DeskJet 1280 C - C8173A;307.00;10;24
1282;MBO383;MSI K8N Platinum SK939 nForce4SLI Raid/SATA/Glan;156.00;43;13
1283;CPU215;Intel XEON 2.4Ghz / 512KB Cache / bus 533MHZ;267.00;17;14
1284;PRE104;Switch LINKSYS EF4116 16P 10/100Mbps RJ-45;88.00;7;43
1285;PGR511;ASUS NVIDIA GeForce 6600 256MB. TV-OUT. DVI . 2*VGA. AGP;152.00;42;17
1286;CAM255;FUJI FinePix E500;279.00;45;37
1287;TNT154;T479011- EPSON Cyan Claro Stylus Pro 9500;96.00;50;33
1288;WIR133;D-Link Internet Server Gateway p/ Cable Modem/XDSL DI-714P+;134.00;45;43
1289;PGR473;ASUS RADEON X800 PRO 256MBTV-OUT.Video-In;271.00;1;17
1290;IMP295;Samsung Laser Printer ML-1750;272.00;45;24
1291;REC097;Toner Reciclado LEXMARK Optra S/1250/1650/2450/4059;74.00;4;33
1292;CAI125;"Caixa SILVERSTONE """"TEMJIN"""" Tower Silver Side Panel+Thermal""""";176.00;7;7
1293;TON018;S051011- BLOCO DE REVELAO EPL 5000 / EPL 5200;206.00;40;33
1294;HDD201;SAMSUNG de 60GB 5.400 RPMs p/ Notebook - MP0603H;106.00;11;16
1295;IMP356;HP LaserJet 1160;316.00;26;24
1296;REC444;Tinteiro Reciclado EPSON SO20122Yellow;7.00;15;33
1297;FSM098;Secure Digital Card / SD  Transcend 256Mb 45X;35.00;34;40
1298;FSM062;CompactFlash card KINGSTON 512MB;39.00;19;40
